video_id,title,published_at,tags,category_id,view_count,like_count,comment_count,like_to_view_ratio,comment_to_view_ratio,duration
jW30Otj3LD8,"“I ain't got nothin' but love  babe,Eight days a week.” #RedandBlue",2023-11-27T15:46:33Z,[],10,123469,10359,146,0.08389960232932962,0.0011824830524261151,PT34S
wCv92dcNK4k,Giles Martin Deconstructs How The Sound of 'Rain' Was Created By The Beatles In The Studio,2022-11-21T17:41:32Z,[],10,109001,2685,197,0.02463280153393088,0.0018073228685975358,PT1M21S
maNWq24yxKw,Giles Martin Tells How George Martin And Paul McCartney Made Eleanor Rigby #TheBeatlesRevolver,2022-11-21T17:53:29Z,[],10,88541,1876,88,0.021187924238488386,0.0009938898363470031,PT1M12S
Itjw8tCbbXs,Who Played The Flamenco Guitar On Bungalow Bill? #BeatlesWhiteAlbum,2019-02-05T12:22:52Z,"['Beatles', 'The Beatles', 'White Album', 'The White Album', 'Miles Kane', 'Giles Martin', 'Live Stream', 'Georgie Rogers', 'Dan Stubbs', 'Felix White', 'Andy Bell', 'Ride', 'The Maccabees', 'NME', 'BBC 6 Music', 'Soho Radio', 'Foundation FM', '50th', 'Anniversary', 'Matt Everitt', 'Discuss', 'Discussion', 'Beatles Remastered', 'Beatles Remix', 'Beatles Remix 2018']",10,83510,1440,221,0.01724344389893426,0.0026463896539336606,PT1M13S
xFNEhqY7yx8,Here’s a surprising magical story about Now and Then. #NowAndThen,2023-11-21T14:30:06Z,[],10,72102,6780,134,0.09403345260880419,0.00185847826689967,PT1M
_6NHLSB0WV4,The Beatles 1 Video Collection Restoration Trailer,2015-09-16T19:18:07Z,"['Beatles', 'The Beatles', 'TheBeatles1', '1s', 'Video', 'Preview', 'Restored', 'Restoration', 'Promo', 'Promotional', 'Film', 'George Harrison', 'Ringo Starr', 'John Lennon', 'Paul McCartney', 'John', 'Paul', 'George', 'Ringo', 'Trailer', 'BluRay', 'DVD', 'Process', 'Series', 'Extras', 'Making-Of', 'Making Of']",10,71560,1507,52,0.021059250978200113,0.0007266629401900503,PT1M48S
5yQOcrYUz84,The Beatles: 1964 U.S. Albums In Mono,2024-11-04T17:43:15Z,[],10,64192,5422,99,0.08446535393818544,0.0015422482552342972,PT33S
eoJeF6igM9I,Giles Martin Talks About How You Hear Each Beatle As An Individual In #TheBeatlesRevolver,2022-11-21T17:51:26Z,[],10,62269,1496,58,0.02402479564470282,0.0009314426118935586,PT1M56S
LOUwUglhBX0,'Jumpin' Jack Flash' - Leon Russell,2024-08-11T17:11:05Z,[],10,54320,3064,52,0.056406480117820325,0.0009572901325478645,PT16S
-evKmkjLryU,"Listen To The New Mix Of ""For No One"" From The Revolver Special Editions",2022-12-12T11:45:36Z,[],10,48385,2991,18,0.061816678722744656,0.0003720161206985636,PT15S
i3F2DXahjSk,"Listen To The New Mix Of ""Eleanor Rigby"" From The Revolver Special Editions",2022-12-09T17:22:05Z,[],10,42255,3741,42,0.08853390131345402,0.0009939652112176073,PT30S
tLhMsCLXAUo,Bob Dylan - 'Just Like A Woman',2024-08-12T16:36:47Z,[],10,39587,2140,29,0.054058150402910045,0.000732563720413267,PT16S
2iBcSaELAxs,TV Premiere of The Beatles: Eight Days A Week,2018-01-02T18:03:54Z,"['Beatles', 'The Beatles', 'George Harrison', 'Ringo Starr', 'John Lennon', 'Paul McCartney', 'Film', 'Movie', 'Eight Days A Week', 'Ron Howard', 'Documentary', 'TV', 'Premiere', 'UK', 'U.K.', 'Beatles Live', 'Live', 'Tour', 'Touring Years', 'Touring', 'Shea', 'Shea Stadium', 'Beatles At Shea Stadium', 'Channel 4']",10,30970,948,38,0.030610268001291574,0.001226993865030675,PT51S
feAltgyZa4Q,‘That’s The Way God Planned It’ by Billy Preston at The Concert For Bangladesh.,2024-08-11T21:22:05Z,[],10,25065,1836,31,0.0732495511669659,0.0012367843606622781,PT16S
BTxuuyDNZC4,ARENA:  Paul Gambaccini:  It's a graft of Englishness and Psychedelia,2012-10-08T09:39:52Z,"['ARENA2', 'Paul', 'the beatles', 'Beatles', 'The Beatles', 'George Harrison', 'Ringo Starr', 'John Lennon', 'Paul McCartney', 'Film', 'Movie', 'Clip', 'Magical', 'Mystery', 'Tour', 'Magical Mystery', 'Mystery Tour', 'John', 'George', 'Ringo', 'Extras', 'Making Of', 'Making-Of', 'Arena', 'Documentary', 'Doc', 'Arena2', 'Arena Two', 'Gambaccini', 'Paul Gambaccini', 'Psychedelia', 'English', 'England']",10,22594,307,13,0.01358767814464017,0.0005753739930955121,PT42S
1iFoWjsm27Q,First US Visit Clip 2,2011-09-09T13:05:57Z,"['The Beatles', 'George Harrison', 'Ringo Starr', 'John Lennon', 'Paul McCartney', 'Beatles', 'First US Visit', 'First U.S. Visit', 'Film', 'Movie', 'Documentary', 'Excerpt', 'Clip', 'Beatles USA', 'Beatles US', 'Beatles U.S.A.', 'John', 'Paul', 'George', 'Ringo', 'Maysles', 'Maysles Brothers', 'David Maysles', 'Albert Maysles']",10,21901,447,17,0.02041002693940916,0.0007762202639148897,PT30S
